Från Datum Tid (UTC),Till Datum Tid (UTC),Representativt dygn,Nederbördsmängd,Kvalitet
2015-02-21 06:00:01,2015-02-22 06:00:00,2015-02-21,5.6,G
2015-02-22 06:00:01,2015-02-23 06:00:00,2015-02-22,0.0,G
2015-02-23 06:00:01,2015-02-24 06:00:00,2015-02-23,10.7,G
2015-02-24 06:00:01,2015-02-25 06:00:00,2015-02-24,0.5,G
2015-02-25 06:00:01,2015-02-26 06:00:00,2015-02-25,0.1,G
2015-02-26 06:00:01,2015-02-27 06:00:00,2015-02-26,0.0,G
2015-02-27 06:00:01,2015-02-28 06:00:00,2015-02-27,2.8,G
2015-02-28 06:00:01,2015-03-01 06:00:00,2015-02-28,0.0,G
2015-03-01 06:00:01,2015-03-02 06:00:00,2015-03-01,7.8,G
2015-03-02 06:00:01,2015-03-03 06:00:00,2015-03-02,4.4,G
2015-03-03 06:00:01,2015-03-04 06:00:00,2015-03-03,0.0,G
2015-03-04 06:00:01,2015-03-05 06:00:00,2015-03-04,0.0,G
2015-03-05 06:00:01,2015-03-06 06:00:00,2015-03-05,3.0,G
2015-03-06 06:00:01,2015-03-07 06:00:00,2015-03-06,0.0,G
2015-03-07 06:00:01,2015-03-08 06:00:00,2015-03-07,0.0,G
2015-03-08 06:00:01,2015-03-09 06:00:00,2015-03-08,1.2,G
2015-03-09 06:00:01,2015-03-10 06:00:00,2015-03-09,3.4,G
2015-03-10 06:00:01,2015-03-11 06:00:00,2015-03-10,0.0,G
2015-03-11 06:00:01,2015-03-12 06:00:00,2015-03-11,0.0,G
2015-03-12 06:00:01,2015-03-13 06:00:00,2015-03-12,0.0,G
2015-03-13 06:00:01,2015-03-14 06:00:00,2015-03-13,0.0,G
2015-03-14 06:00:01,2015-03-15 06:00:00,2015-03-14,0.0,G
2015-03-15 06:00:01,2015-03-16 06:00:00,2015-03-15,0.0,G
2015-03-16 06:00:01,2015-03-17 06:00:00,2015-03-16,0.0,G
2015-03-17 06:00:01,2015-03-18 06:00:00,2015-03-17,0.0,G
2015-03-18 06:00:01,2015-03-19 06:00:00,2015-03-18,0.0,G
2015-03-19 06:00:01,2015-03-20 06:00:00,2015-03-19,0.0,G
2015-03-20 06:00:01,2015-03-21 06:00:00,2015-03-20,7.2,G
2015-03-21 06:00:01,2015-03-22 06:00:00,2015-03-21,0.0,G
2015-03-22 06:00:01,2015-03-23 06:00:00,2015-03-22,0.9,G
2015-03-23 06:00:01,2015-03-24 06:00:00,2015-03-23,2.6,G
2015-03-24 06:00:01,2015-03-25 06:00:00,2015-03-24,0.0,G
2015-03-25 06:00:01,2015-03-26 06:00:00,2015-03-25,3.9,G
2015-03-26 06:00:01,2015-03-27 06:00:00,2015-03-26,11.2,G
2015-03-27 06:00:01,2015-03-28 06:00:00,2015-03-27,0.0,G
2015-03-28 06:00:01,2015-03-29 06:00:00,2015-03-28,13.2,G
2015-03-29 06:00:01,2015-03-30 06:00:00,2015-03-29,5.0,G
2015-03-30 06:00:01,2015-03-31 06:00:00,2015-03-30,2.0,G
2015-03-31 06:00:01,2015-04-01 06:00:00,2015-03-31,0.5,G
2015-04-01 06:00:01,2015-04-02 06:00:00,2015-04-01,0.0,G
2015-04-02 06:00:01,2015-04-03 06:00:00,2015-04-02,0.2,G
2015-04-03 06:00:01,2015-04-04 06:00:00,2015-04-03,0.0,G
2015-04-04 06:00:01,2015-04-05 06:00:00,2015-04-04,0.0,G
2015-04-05 06:00:01,2015-04-06 06:00:00,2015-04-05,0.0,G
2015-04-06 06:00:01,2015-04-07 06:00:00,2015-04-06,0.0,G
2015-04-07 06:00:01,2015-04-08 06:00:00,2015-04-07,0.0,G
2015-04-08 06:00:01,2015-04-09 06:00:00,2015-04-08,0.0,G
2015-04-09 06:00:01,2015-04-10 06:00:00,2015-04-09,0.0,G
2015-04-10 06:00:01,2015-04-11 06:00:00,2015-04-10,0.0,G
2015-04-11 06:00:01,2015-04-12 06:00:00,2015-04-11,3.7,G
2015-04-12 06:00:01,2015-04-13 06:00:00,2015-04-12,8.0,G
2015-04-13 06:00:01,2015-04-14 06:00:00,2015-04-13,0.0,G
2015-04-14 06:00:01,2015-04-15 06:00:00,2015-04-14,12.6,G
2015-04-15 06:00:01,2015-04-16 06:00:00,2015-04-15,14.6,G
2015-04-16 06:00:01,2015-04-17 06:00:00,2015-04-16,0.0,G
2015-04-17 06:00:01,2015-04-18 06:00:00,2015-04-17,0.3,G
2015-04-18 06:00:01,2015-04-19 06:00:00,2015-04-18,0.0,G
2015-04-19 06:00:01,2015-04-20 06:00:00,2015-04-19,0.0,G
2015-04-20 06:00:01,2015-04-21 06:00:00,2015-04-20,0.0,G
2015-04-21 06:00:01,2015-04-22 06:00:00,2015-04-21,0.0,G
2015-04-22 06:00:01,2015-04-23 06:00:00,2015-04-22,0.0,G
2015-04-23 06:00:01,2015-04-24 06:00:00,2015-04-23,0.0,G
2015-04-24 06:00:01,2015-04-25 06:00:00,2015-04-24,0.0,G
2015-04-25 06:00:01,2015-04-26 06:00:00,2015-04-25,5.7,G
2015-04-26 06:00:01,2015-04-27 06:00:00,2015-04-26,0.0,G
2015-04-27 06:00:01,2015-04-28 06:00:00,2015-04-27,0.5,G
2015-04-28 06:00:01,2015-04-29 06:00:00,2015-04-28,0.0,G
2015-04-29 06:00:01,2015-04-30 06:00:00,2015-04-29,2.3,G
2015-04-30 06:00:01,2015-05-01 06:00:00,2015-04-30,9.1,G
2015-05-01 06:00:01,2015-05-02 06:00:00,2015-05-01,2.0,G
2015-05-02 06:00:01,2015-05-03 06:00:00,2015-05-02,0.0,G
2015-05-03 06:00:01,2015-05-04 06:00:00,2015-05-03,5.0,G
2015-05-04 06:00:01,2015-05-05 06:00:00,2015-05-04,2.1,G
2015-05-05 06:00:01,2015-05-06 06:00:00,2015-05-05,15.1,G
2015-05-06 06:00:01,2015-05-07 06:00:00,2015-05-06,3.9,G
2015-05-07 06:00:01,2015-05-08 06:00:00,2015-05-07,1.3,G
2015-05-08 06:00:01,2015-05-09 06:00:00,2015-05-08,0.0,G
2015-05-09 06:00:01,2015-05-10 06:00:00,2015-05-09,7.0,G
2015-05-10 06:00:01,2015-05-11 06:00:00,2015-05-10,0.0,G
2015-05-11 06:00:01,2015-05-12 06:00:00,2015-05-11,0.2,G
2015-05-12 06:00:01,2015-05-13 06:00:00,2015-05-12,24.4,G
2015-05-13 06:00:01,2015-05-14 06:00:00,2015-05-13,0.3,G
2015-05-14 06:00:01,2015-05-15 06:00:00,2015-05-14,0.0,G
2015-05-15 06:00:01,2015-05-16 06:00:00,2015-05-15,0.0,G
2015-05-16 06:00:01,2015-05-17 06:00:00,2015-05-16,3.8,G
2015-05-17 06:00:01,2015-05-18 06:00:00,2015-05-17,0.0,G
2015-05-18 06:00:01,2015-05-19 06:00:00,2015-05-18,5.3,G
2015-05-19 06:00:01,2015-05-20 06:00:00,2015-05-19,2.5,G
2015-05-20 06:00:01,2015-05-21 06:00:00,2015-05-20,0.1,G
2015-05-21 06:00:01,2015-05-22 06:00:00,2015-05-21,0.0,G
2015-05-22 06:00:01,2015-05-23 06:00:00,2015-05-22,1.9,G
2015-05-23 06:00:01,2015-05-24 06:00:00,2015-05-23,0.0,G
2015-05-24 06:00:01,2015-05-25 06:00:00,2015-05-24,4.9,G
2015-05-25 06:00:01,2015-05-26 06:00:00,2015-05-25,0.0,G
2015-05-26 06:00:01,2015-05-27 06:00:00,2015-05-26,0.0,G
2015-05-27 06:00:01,2015-05-28 06:00:00,2015-05-27,0.0,G
2015-05-28 06:00:01,2015-05-29 06:00:00,2015-05-28,8.4,G
2015-05-29 06:00:01,2015-05-30 06:00:00,2015-05-29,6.3,G
2015-05-30 06:00:01,2015-05-31 06:00:00,2015-05-30,5.2,G
2015-05-31 06:00:01,2015-06-01 06:00:00,2015-05-31,20.9,G
2015-06-01 06:00:01,2015-06-02 06:00:00,2015-06-01,0.0,G
2015-06-02 06:00:01,2015-06-03 06:00:00,2015-06-02,18.6,G
2015-06-03 06:00:01,2015-06-04 06:00:00,2015-06-03,0.2,G
2015-06-04 06:00:01,2015-06-05 06:00:00,2015-06-04,0.0,G
2015-06-05 06:00:01,2015-06-06 06:00:00,2015-06-05,0.1,G
2015-06-06 06:00:01,2015-06-07 06:00:00,2015-06-06,0.9,G
2015-06-07 06:00:01,2015-06-08 06:00:00,2015-06-07,0.0,G
2015-06-08 06:00:01,2015-06-09 06:00:00,2015-06-08,1.1,G
2015-06-09 06:00:01,2015-06-10 06:00:00,2015-06-09,0.0,G
2015-06-10 06:00:01,2015-06-11 06:00:00,2015-06-10,0.0,G
2015-06-11 06:00:01,2015-06-12 06:00:00,2015-06-11,0.0,G
2015-06-12 06:00:01,2015-06-13 06:00:00,2015-06-12,0.0,G
2015-06-13 06:00:01,2015-06-14 06:00:00,2015-06-13,6.5,G
2015-06-14 06:00:01,2015-06-15 06:00:00,2015-06-14,0.0,G
2015-06-15 06:00:01,2015-06-16 06:00:00,2015-06-15,0.0,G
2015-06-16 06:00:01,2015-06-17 06:00:00,2015-06-16,0.0,G
2015-06-17 06:00:01,2015-06-18 06:00:00,2015-06-17,25.3,G
2015-06-18 06:00:01,2015-06-19 06:00:00,2015-06-18,1.5,G
2015-06-19 06:00:01,2015-06-20 06:00:00,2015-06-19,0.0,G
2015-06-20 06:00:01,2015-06-21 06:00:00,2015-06-20,0.0,G
2015-06-21 06:00:01,2015-06-22 06:00:00,2015-06-21,0.0,G
2015-06-22 06:00:01,2015-06-23 06:00:00,2015-06-22,1.7,G
2015-06-23 06:00:01,2015-06-24 06:00:00,2015-06-23,0.0,G
2015-06-24 06:00:01,2015-06-25 06:00:00,2015-06-24,0.0,G
2015-06-25 06:00:01,2015-06-26 06:00:00,2015-06-25,0.0,G
2015-06-26 06:00:01,2015-06-27 06:00:00,2015-06-26,0.0,G
2015-06-27 06:00:01,2015-06-28 06:00:00,2015-06-27,0.0,G
2015-06-28 06:00:01,2015-06-29 06:00:00,2015-06-28,4.4,G
2015-06-29 06:00:01,2015-06-30 06:00:00,2015-06-29,0.6,G
2015-06-30 06:00:01,2015-07-01 06:00:00,2015-06-30,0.0,G
2015-07-01 06:00:01,2015-07-02 06:00:00,2015-07-01,0.0,G
2015-07-02 06:00:01,2015-07-03 06:00:00,2015-07-02,0.0,G
2015-07-03 06:00:01,2015-07-04 06:00:00,2015-07-03,0.0,G
2015-07-04 06:00:01,2015-07-05 06:00:00,2015-07-04,0.0,G
2015-07-05 06:00:01,2015-07-06 06:00:00,2015-07-05,0.7,G
2015-07-06 06:00:01,2015-07-07 06:00:00,2015-07-06,0.0,G
2015-07-07 06:00:01,2015-07-08 06:00:00,2015-07-07,7.3,G
2015-07-08 06:00:01,2015-07-09 06:00:00,2015-07-08,14.4,G
2015-07-09 06:00:01,2015-07-10 06:00:00,2015-07-09,3.4,G
2015-07-10 06:00:01,2015-07-11 06:00:00,2015-07-10,0.0,G
2015-07-11 06:00:01,2015-07-12 06:00:00,2015-07-11,0.3,G
2015-07-12 06:00:01,2015-07-13 06:00:00,2015-07-12,0.4,G
2015-07-13 06:00:01,2015-07-14 06:00:00,2015-07-13,0.0,G
2015-07-14 06:00:01,2015-07-15 06:00:00,2015-07-14,0.0,G
2015-07-15 06:00:01,2015-07-16 06:00:00,2015-07-15,0.0,G
2015-07-16 06:00:01,2015-07-17 06:00:00,2015-07-16,0.0,G
2015-07-17 06:00:01,2015-07-18 06:00:00,2015-07-17,1.1,G
2015-07-18 06:00:01,2015-07-19 06:00:00,2015-07-18,0.0,G
2015-07-19 06:00:01,2015-07-20 06:00:00,2015-07-19,7.9,G
2015-07-20 06:00:01,2015-07-21 06:00:00,2015-07-20,0.2,G
2015-07-21 06:00:01,2015-07-22 06:00:00,2015-07-21,2.2,G
2015-07-22 06:00:01,2015-07-23 06:00:00,2015-07-22,2.2,G
2015-07-23 06:00:01,2015-07-24 06:00:00,2015-07-23,0.0,G
2015-07-24 06:00:01,2015-07-25 06:00:00,2015-07-24,0.0,G
2015-07-25 06:00:01,2015-07-26 06:00:00,2015-07-25,27.3,G
2015-07-26 06:00:01,2015-07-27 06:00:00,2015-07-26,2.2,G
2015-07-27 06:00:01,2015-07-28 06:00:00,2015-07-27,0.7,G
2015-07-28 06:00:01,2015-07-29 06:00:00,2015-07-28,14.9,G
2015-07-29 06:00:01,2015-07-30 06:00:00,2015-07-29,11.3,G
2015-07-30 06:00:01,2015-07-31 06:00:00,2015-07-30,0.8,G
2015-07-31 06:00:01,2015-08-01 06:00:00,2015-07-31,0.0,G
2015-08-01 06:00:01,2015-08-02 06:00:00,2015-08-01,0.0,G
2015-08-02 06:00:01,2015-08-03 06:00:00,2015-08-02,0.0,G
2015-08-03 06:00:01,2015-08-04 06:00:00,2015-08-03,0.0,G
2015-08-04 06:00:01,2015-08-05 06:00:00,2015-08-04,10.0,G
2015-08-05 06:00:01,2015-08-06 06:00:00,2015-08-05,0.1,G
2015-08-06 06:00:01,2015-08-07 06:00:00,2015-08-06,0.0,G
2015-08-07 06:00:01,2015-08-08 06:00:00,2015-08-07,0.0,G
2015-08-08 06:00:01,2015-08-09 06:00:00,2015-08-08,0.0,G
2015-08-09 06:00:01,2015-08-10 06:00:00,2015-08-09,0.0,G
2015-08-10 06:00:01,2015-08-11 06:00:00,2015-08-10,0.8,G
2015-08-11 06:00:01,2015-08-12 06:00:00,2015-08-11,1.2,G
2015-08-12 06:00:01,2015-08-13 06:00:00,2015-08-12,0.0,G
2015-08-13 06:00:01,2015-08-14 06:00:00,2015-08-13,0.0,G
2015-08-14 06:00:01,2015-08-15 06:00:00,2015-08-14,0.0,G
2015-08-15 06:00:01,2015-08-16 06:00:00,2015-08-15,12.7,G
2015-08-16 06:00:01,2015-08-17 06:00:00,2015-08-16,0.0,G
2015-08-17 06:00:01,2015-08-18 06:00:00,2015-08-17,0.0,G
2015-08-18 06:00:01,2015-08-19 06:00:00,2015-08-18,0.0,G
2015-08-19 06:00:01,2015-08-20 06:00:00,2015-08-19,0.0,G
2015-08-20 06:00:01,2015-08-21 06:00:00,2015-08-20,0.0,G
2015-08-21 06:00:01,2015-08-22 06:00:00,2015-08-21,0.0,G
2015-08-22 06:00:01,2015-08-23 06:00:00,2015-08-22,0.0,G
2015-08-23 06:00:01,2015-08-24 06:00:00,2015-08-23,0.0,G
2015-08-24 06:00:01,2015-08-25 06:00:00,2015-08-24,4.2,G
2015-08-25 06:00:01,2015-08-26 06:00:00,2015-08-25,21.4,G
2015-08-26 06:00:01,2015-08-27 06:00:00,2015-08-26,7.7,G
2015-08-27 06:00:01,2015-08-28 06:00:00,2015-08-27,15.8,G
2015-08-28 06:00:01,2015-08-29 06:00:00,2015-08-28,0.3,G
2015-08-29 06:00:01,2015-08-30 06:00:00,2015-08-29,0.0,G
2015-08-30 06:00:01,2015-08-31 06:00:00,2015-08-30,0.0,G
2015-08-31 06:00:01,2015-09-01 06:00:00,2015-08-31,20.3,G
2015-09-01 06:00:01,2015-09-02 06:00:00,2015-09-01,2.8,G
2015-09-02 06:00:01,2015-09-03 06:00:00,2015-09-02,5.6,G
2015-09-03 06:00:01,2015-09-04 06:00:00,2015-09-03,4.8,G
2015-09-04 06:00:01,2015-09-05 06:00:00,2015-09-04,3.5,G
2015-09-05 06:00:01,2015-09-06 06:00:00,2015-09-05,13.3,G
2015-09-06 06:00:01,2015-09-07 06:00:00,2015-09-06,0.0,G
2015-09-07 06:00:01,2015-09-08 06:00:00,2015-09-07,0.0,G
2015-09-08 06:00:01,2015-09-09 06:00:00,2015-09-08,0.0,G
2015-09-09 06:00:01,2015-09-10 06:00:00,2015-09-09,0.0,G
2015-09-10 06:00:01,2015-09-11 06:00:00,2015-09-10,0.0,G
2015-09-11 06:00:01,2015-09-12 06:00:00,2015-09-11,0.0,G
2015-09-12 06:00:01,2015-09-13 06:00:00,2015-09-12,1.6,G
2015-09-13 06:00:01,2015-09-14 06:00:00,2015-09-13,0.9,G
2015-09-14 06:00:01,2015-09-15 06:00:00,2015-09-14,7.8,G
2015-09-15 06:00:01,2015-09-16 06:00:00,2015-09-15,7.6,G
2015-09-16 06:00:01,2015-09-17 06:00:00,2015-09-16,3.8,G
2015-09-17 06:00:01,2015-09-18 06:00:00,2015-09-17,2.9,G
2015-09-18 06:00:01,2015-09-19 06:00:00,2015-09-18,0.0,G
2015-09-19 06:00:01,2015-09-20 06:00:00,2015-09-19,0.6,G
2015-09-20 06:00:01,2015-09-21 06:00:00,2015-09-20,0.4,G
2015-09-21 06:00:01,2015-09-22 06:00:00,2015-09-21,10.5,G
2015-09-22 06:00:01,2015-09-23 06:00:00,2015-09-22,6.5,G
2015-09-23 06:00:01,2015-09-24 06:00:00,2015-09-23,0.3,G
2015-09-24 06:00:01,2015-09-25 06:00:00,2015-09-24,10.5,G
2015-09-25 06:00:01,2015-09-26 06:00:00,2015-09-25,0.1,G
2015-09-26 06:00:01,2015-09-27 06:00:00,2015-09-26,0.0,G
2015-09-27 06:00:01,2015-09-28 06:00:00,2015-09-27,0.0,G
2015-09-28 06:00:01,2015-09-29 06:00:00,2015-09-28,0.0,G
2015-09-29 06:00:01,2015-09-30 06:00:00,2015-09-29,0.0,G
2015-09-30 06:00:01,2015-10-01 06:00:00,2015-09-30,0.0,G
2015-10-01 06:00:01,2015-10-02 06:00:00,2015-10-01,0.0,G
2015-10-02 06:00:01,2015-10-03 06:00:00,2015-10-02,0.0,G
2015-10-03 06:00:01,2015-10-04 06:00:00,2015-10-03,0.0,G
2015-10-04 06:00:01,2015-10-05 06:00:00,2015-10-04,0.0,G
2015-10-05 06:00:01,2015-10-06 06:00:00,2015-10-05,0.0,G
2015-10-06 06:00:01,2015-10-07 06:00:00,2015-10-06,0.0,G
2015-10-07 06:00:01,2015-10-08 06:00:00,2015-10-07,0.0,G
2015-10-08 06:00:01,2015-10-09 06:00:00,2015-10-08,1.5,G
2015-10-09 06:00:01,2015-10-10 06:00:00,2015-10-09,0.0,G
2015-10-10 06:00:01,2015-10-11 06:00:00,2015-10-10,0.0,G
2015-10-11 06:00:01,2015-10-12 06:00:00,2015-10-11,0.0,G
2015-10-12 06:00:01,2015-10-13 06:00:00,2015-10-12,0.0,G
2015-10-13 06:00:01,2015-10-14 06:00:00,2015-10-13,0.0,G
2015-10-14 06:00:01,2015-10-15 06:00:00,2015-10-14,0.0,G
2015-10-15 06:00:01,2015-10-16 06:00:00,2015-10-15,0.0,G
2015-10-16 06:00:01,2015-10-17 06:00:00,2015-10-16,0.0,G
2015-10-17 06:00:01,2015-10-18 06:00:00,2015-10-17,0.0,G
2015-10-18 06:00:01,2015-10-19 06:00:00,2015-10-18,0.0,G
2015-10-19 06:00:01,2015-10-20 06:00:00,2015-10-19,0.0,G
2015-10-20 06:00:01,2015-10-21 06:00:00,2015-10-20,0.0,G
2015-10-21 06:00:01,2015-10-22 06:00:00,2015-10-21,5.8,G
2015-10-22 06:00:01,2015-10-23 06:00:00,2015-10-22,3.0,G
2015-10-23 06:00:01,2015-10-24 06:00:00,2015-10-23,0.0,G
2015-10-24 06:00:01,2015-10-25 06:00:00,2015-10-24,2.1,G
2015-10-25 06:00:01,2015-10-26 06:00:00,2015-10-25,0.6,G
2015-10-26 06:00:01,2015-10-27 06:00:00,2015-10-26,0.0,G
2015-10-27 06:00:01,2015-10-28 06:00:00,2015-10-27,0.0,G
2015-10-28 06:00:01,2015-10-29 06:00:00,2015-10-28,0.0,G
2015-10-29 06:00:01,2015-10-30 06:00:00,2015-10-29,0.0,G
2015-10-30 06:00:01,2015-10-31 06:00:00,2015-10-30,0.0,G
2015-10-31 06:00:01,2015-11-01 06:00:00,2015-10-31,0.0,G
2015-11-01 06:00:01,2015-11-02 06:00:00,2015-11-01,0.2,G
2015-11-02 06:00:01,2015-11-03 06:00:00,2015-11-02,0.0,G
2015-11-03 06:00:01,2015-11-04 06:00:00,2015-11-03,0.0,G
2015-11-04 06:00:01,2015-11-05 06:00:00,2015-11-04,0.0,G
2015-11-05 06:00:01,2015-11-06 06:00:00,2015-11-05,3.6,G
2015-11-06 06:00:01,2015-11-07 06:00:00,2015-11-06,5.8,G
2015-11-07 06:00:01,2015-11-08 06:00:00,2015-11-07,10.7,G
2015-11-08 06:00:01,2015-11-09 06:00:00,2015-11-08,8.3,G
2015-11-09 06:00:01,2015-11-10 06:00:00,2015-11-09,4.9,G
2015-11-10 06:00:01,2015-11-11 06:00:00,2015-11-10,0.2,G
2015-11-11 06:00:01,2015-11-12 06:00:00,2015-11-11,6.3,G
2015-11-12 06:00:01,2015-11-13 06:00:00,2015-11-12,0.0,G
2015-11-13 06:00:01,2015-11-14 06:00:00,2015-11-13,15.8,G
2015-11-14 06:00:01,2015-11-15 06:00:00,2015-11-14,2.2,G
2015-11-15 06:00:01,2015-11-16 06:00:00,2015-11-15,0.0,G
2015-11-16 06:00:01,2015-11-17 06:00:00,2015-11-16,5.4,G
2015-11-17 06:00:01,2015-11-18 06:00:00,2015-11-17,4.6,G
2015-11-18 06:00:01,2015-11-19 06:00:00,2015-11-18,7.5,G
2015-11-19 06:00:01,2015-11-20 06:00:00,2015-11-19,0.0,G
2015-11-20 06:00:01,2015-11-21 06:00:00,2015-11-20,0.0,G
2015-11-21 06:00:01,2015-11-22 06:00:00,2015-11-21,0.0,G
2015-11-22 06:00:01,2015-11-23 06:00:00,2015-11-22,0.0,G
2015-11-23 06:00:01,2015-11-24 06:00:00,2015-11-23,0.0,G
2015-11-24 06:00:01,2015-11-25 06:00:00,2015-11-24,23.2,G
2015-11-25 06:00:01,2015-11-26 06:00:00,2015-11-25,3.8,G
2015-11-26 06:00:01,2015-11-27 06:00:00,2015-11-26,0.0,G
2015-11-27 06:00:01,2015-11-28 06:00:00,2015-11-27,15.3,G
2015-11-28 06:00:01,2015-11-29 06:00:00,2015-11-28,11.8,G
2015-11-29 06:00:01,2015-11-30 06:00:00,2015-11-29,28.3,G
2015-11-30 06:00:01,2015-12-01 06:00:00,2015-11-30,0.0,G
2015-12-01 06:00:01,2015-12-02 06:00:00,2015-12-01,0.0,G
2015-12-02 06:00:01,2015-12-03 06:00:00,2015-12-02,1.2,G
2015-12-03 06:00:01,2015-12-04 06:00:00,2015-12-03,5.8,G
2015-12-04 06:00:01,2015-12-05 06:00:00,2015-12-04,12.6,G
2015-12-05 06:00:01,2015-12-06 06:00:00,2015-12-05,17.9,G
2015-12-06 06:00:01,2015-12-07 06:00:00,2015-12-06,1.7,G
2015-12-07 06:00:01,2015-12-08 06:00:00,2015-12-07,0.0,G
2015-12-08 06:00:01,2015-12-09 06:00:00,2015-12-08,4.8,G
2015-12-09 06:00:01,2015-12-10 06:00:00,2015-12-09,0.4,G
2015-12-10 06:00:01,2015-12-11 06:00:00,2015-12-10,13.6,G
2015-12-11 06:00:01,2015-12-12 06:00:00,2015-12-11,6.2,G
2015-12-12 06:00:01,2015-12-13 06:00:00,2015-12-12,5.7,G
2015-12-13 06:00:01,2015-12-14 06:00:00,2015-12-13,0.1,G
2015-12-14 06:00:01,2015-12-15 06:00:00,2015-12-14,2.1,G
2015-12-15 06:00:01,2015-12-16 06:00:00,2015-12-15,0.0,G
2015-12-16 06:00:01,2015-12-17 06:00:00,2015-12-16,2.4,G
2015-12-17 06:00:01,2015-12-18 06:00:00,2015-12-17,1.6,G
2015-12-18 06:00:01,2015-12-19 06:00:00,2015-12-18,6.9,G
2015-12-19 06:00:01,2015-12-20 06:00:00,2015-12-19,3.3,G
2015-12-20 06:00:01,2015-12-21 06:00:00,2015-12-20,0.0,G
2015-12-21 06:00:01,2015-12-22 06:00:00,2015-12-21,7.8,G
2015-12-22 06:00:01,2015-12-23 06:00:00,2015-12-22,5.5,G
2015-12-23 06:00:01,2015-12-24 06:00:00,2015-12-23,0.3,G
2015-12-24 06:00:01,2015-12-25 06:00:00,2015-12-24,5.6,G
2015-12-25 06:00:01,2015-12-26 06:00:00,2015-12-25,2.7,G
2015-12-26 06:00:01,2015-12-27 06:00:00,2015-12-26,4.4,G
2015-12-27 06:00:01,2015-12-28 06:00:00,2015-12-27,4.6,G
2015-12-28 06:00:01,2015-12-29 06:00:00,2015-12-28,0.0,G
2015-12-29 06:00:01,2015-12-30 06:00:00,2015-12-29,0.0,G
2015-12-30 06:00:01,2015-12-31 06:00:00,2015-12-30,0.0,G
2015-12-31 06:00:01,2016-01-01 06:00:00,2015-12-31,0.0,G
2016-01-01 06:00:01,2016-01-02 06:00:00,2016-01-01,0.0,G
2016-01-02 06:00:01,2016-01-03 06:00:00,2016-01-02,0.2,G
2016-01-03 06:00:01,2016-01-04 06:00:00,2016-01-03,0.0,G
2016-01-04 06:00:01,2016-01-05 06:00:00,2016-01-04,0.0,G
2016-01-05 06:00:01,2016-01-06 06:00:00,2016-01-05,0.0,G
2016-01-06 06:00:01,2016-01-07 06:00:00,2016-01-06,0.0,G
2016-01-07 06:00:01,2016-01-08 06:00:00,2016-01-07,1.0,G
2016-01-08 06:00:01,2016-01-09 06:00:00,2016-01-08,3.8,G
2016-01-09 06:00:01,2016-01-10 06:00:00,2016-01-09,3.9,G
2016-01-10 06:00:01,2016-01-11 06:00:00,2016-01-10,8.4,G
2016-01-11 06:00:01,2016-01-12 06:00:00,2016-01-11,0.7,G
2016-01-12 06:00:01,2016-01-13 06:00:00,2016-01-12,0.0,G
2016-01-13 06:00:01,2016-01-14 06:00:00,2016-01-13,0.0,G
2016-01-14 06:00:01,2016-01-15 06:00:00,2016-01-14,0.0,G
2016-01-15 06:00:01,2016-01-16 06:00:00,2016-01-15,0.9,G
2016-01-16 06:00:01,2016-01-17 06:00:00,2016-01-16,1.0,G
2016-01-17 06:00:01,2016-01-18 06:00:00,2016-01-17,0.0,G
2016-01-18 06:00:01,2016-01-19 06:00:00,2016-01-18,24.4,G
2016-01-19 06:00:01,2016-01-20 06:00:00,2016-01-19,0.0,G
2016-01-20 06:00:01,2016-01-21 06:00:00,2016-01-20,0.0,G
2016-01-21 06:00:01,2016-01-22 06:00:00,2016-01-21,0.0,G
2016-01-22 06:00:01,2016-01-23 06:00:00,2016-01-22,0.2,G
2016-01-23 06:00:01,2016-01-24 06:00:00,2016-01-23,2.0,G
2016-01-24 06:00:01,2016-01-25 06:00:00,2016-01-24,2.8,G
2016-01-25 06:00:01,2016-01-26 06:00:00,2016-01-25,1.3,G
2016-01-26 06:00:01,2016-01-27 06:00:00,2016-01-26,10.6,G
2016-01-27 06:00:01,2016-01-28 06:00:00,2016-01-27,12.8,G
2016-01-28 06:00:01,2016-01-29 06:00:00,2016-01-28,0.6,G
2016-01-29 06:00:01,2016-01-30 06:00:00,2016-01-29,7.6,G
2016-01-30 06:00:01,2016-01-31 06:00:00,2016-01-30,4.8,G
2016-01-31 06:00:01,2016-02-01 06:00:00,2016-01-31,0.0,G
2016-02-01 06:00:01,2016-02-02 06:00:00,2016-02-01,10.5,G
2016-02-02 06:00:01,2016-02-03 06:00:00,2016-02-02,8.5,G
2016-02-03 06:00:01,2016-02-04 06:00:00,2016-02-03,0.0,G
2016-02-04 06:00:01,2016-02-05 06:00:00,2016-02-04,0.0,G
2016-02-05 06:00:01,2016-02-06 06:00:00,2016-02-05,2.5,G
2016-02-06 06:00:01,2016-02-07 06:00:00,2016-02-06,0.6,G
2016-02-07 06:00:01,2016-02-08 06:00:00,2016-02-07,2.5,G
2016-02-08 06:00:01,2016-02-09 06:00:00,2016-02-08,9.2,G
2016-02-09 06:00:01,2016-02-10 06:00:00,2016-02-09,1.6,G
2016-02-10 06:00:01,2016-02-11 06:00:00,2016-02-10,1.6,G
2016-02-11 06:00:01,2016-02-12 06:00:00,2016-02-11,0.2,G
2016-02-12 06:00:01,2016-02-13 06:00:00,2016-02-12,0.5,G
